,no,url,title,platform,title_en,score,label
183,183,https://finance.detik.com/berita-ekonomi-bisnis/d-6165197/djp-kantongi-rp-7-1-t-dari-pajak-netflix-cs,"DJP Kantongi Rp 7,1 T dari Pajak Netflix cs",detik.com,DJP Pockets IDR 7.1 T from Netflix CS Tax,0.0,1
184,184,https://www.detik.com/jateng/bisnis/d-6149581/jangan-sampai-salah-begini-cara-hitung-ppn-11-persen,"Jangan Sampai Salah, Begini Cara Hitung PPN 11 Persen",detik.com,"Don't make a mistake, here's how to calculate 11 percent VAT",0.0,1
185,185,https://www.detik.com/jatim/bisnis/d-6129912/siap-siap-rek-bbm-akan-kena-cukai,Siap-siap Rek! BBM Akan Kena Cukai,detik.com,Get ready Rec! Fuel will be subject to excise duty,0.04166666666666667,1
186,186,https://finance.detik.com/energi/d-6129802/siap-siap-pertalite-cs-bakal-kena-cukai,Siap-siap! Pertalite cs Bakal Kena Cukai,detik.com,Get ready! Pertalite cs will be subject to excise tax,0.04166666666666667,1
187,187,https://www.detik.com/bali/nusra/d-6114536/bupati-bima-dilaporkan-ke-kpk-pemkab-kita-hormati-proses-hukum,"Bupati Bima Dilaporkan ke KPK, Pemkab: Kita Hormati Proses Hukum",detik.com,"Bima Regent Reported to KPK, Regency Government: We Respect the Legal Process",0.2,1
188,188,https://finance.detik.com/berita-ekonomi-bisnis/d-6038408/tarif-ppn-naik-saat-ekonomi-baru-pulih-ekonom-sangat-disayangkan,"Tarif PPN Naik Saat Ekonomi Baru Pulih, Ekonom: Sangat Disayangkan...",detik.com,"VAT Rates Increase As Economy Just Recovers, Economist: Very Unfortunate...",-0.65,0
189,189,https://finance.detik.com/berita-ekonomi-bisnis/d-6038173/ppn-naik-jadi-11-bisa-picu-inflasi-pengangguran-dan-orang-miskin-baru,"PPN Naik Jadi 11% Bisa Picu Inflasi, Pengangguran dan Orang Miskin Baru",detik.com,"VAT Increase to 11% Could Trigger Inflation, Unemployment and New Poor People",-0.13181818181818183,0
190,190,https://finance.detik.com/berita-ekonomi-bisnis/d-6034919/ada-diskon-pajak-kripto-bagi-exchanger-terdaftar,Ada Diskon Pajak Kripto Bagi Exchanger Terdaftar,detik.com,There is a Crypto Tax Discount for Registered Exchangers,0.0,1
191,191,https://finance.detik.com/berita-ekonomi-bisnis/d-6034129/transaksi-di-7-perusahaan-digital-ini-kena-pajak-11-ada-canva-hingga-ask-fm,"Transaksi di 7 Perusahaan Digital Ini Kena Pajak 11%, Ada Canva hingga Ask FM",detik.com,"Transactions at these 7 digital companies are subject to 11% tax, including Canva and Ask FM",-0.08333333333333333,0
192,192,https://finance.detik.com/berita-ekonomi-bisnis/d-6033727/cek-nih-penjelasan-ditjen-pajak-soal-top-up-e-money-kena-ppn,Cek Nih! Penjelasan Ditjen Pajak soal Top Up e-Money Kena PPN,detik.com,Check Here! Explanation from the Directorate General of Taxes regarding e-Money Top Up Subject to VAT,0.1277777777777778,1
193,193,https://finance.detik.com/berita-ekonomi-bisnis/d-6032654/dmentor-investasi-kripto-usai-kena-pajak,d'Mentor: Investasi Kripto Usai Kena Pajak,detik.com,d'Mentor: Crypto Investment After Being Taxed,0.0,1
194,194,https://finance.detik.com/infografis/d-6031866/cek-nih-aturan-ppn-buat-hasil-pertanian-tertentu,Cek Nih! Aturan PPN buat Hasil Pertanian Tertentu,detik.com,Check Here! VAT Rules for Certain Agricultural Products,0.21428571428571427,1
195,195,https://finance.detik.com/fintech/d-6031603/topup-e-money-kena-ppn-11-begini-hitungannya,"Topup e-Money Kena PPN 11%, Begini Hitungannya",detik.com,"e-Money topups are subject to 11% VAT, here's the calculation",-0.16666666666666666,0
196,196,https://finance.detik.com/berita-ekonomi-bisnis/d-6028940/beli-mobil-bekas-kena-ppn-cuma-berlaku-ke-showroom-ke-pemakai-masih-bebas,"Beli Mobil Bekas Kena PPN Cuma Berlaku ke Showroom, ke Pemakai Masih Bebas!",detik.com,"Buying a used car is subject to VAT, only applies to the showroom, it's still free for users!",0.11111111111111112,1
197,197,https://finance.detik.com/properti/d-6025025/aturan-lengkap-soal-bangun-rumah-sendiri-kena-ppn,Aturan Lengkap soal Bangun Rumah Sendiri Kena PPN,detik.com,Complete rules regarding building your own house subject to VAT,0.17777777777777778,1
198,198,https://finance.detik.com/berita-ekonomi-bisnis/d-6024345/stafsus-sri-mulyani-beberkan-ppn-bangun-rumah-sendiri-bukan-barang-baru,Stafsus Sri Mulyani Beberkan PPN Bangun Rumah Sendiri Bukan Barang Baru,detik.com,Special Staff Sri Mulyani Explains that VAT for Building Your Own House is Not New,0.2963203463203463,1
199,199,https://finance.detik.com/properti/d-6024297/simulasi-hitungan-tarif-ppn-bangun-rumah-sendiri,Simulasi Hitungan Tarif PPN Bangun Rumah Sendiri,detik.com,Simulation of calculating VAT rates for building your own house,0.6,1
200,200,https://finance.detik.com/properti/d-6024233/bangun-rumah-sendiri-kena-ppn-ini-penjelasan-ditjen-pajak,"Bangun Rumah Sendiri Kena PPN, Ini Penjelasan Ditjen Pajak",detik.com,"Building your own house is subject to VAT, this is the explanation from the Directorate General of Taxes",0.16111111111111112,1
201,201,https://finance.detik.com/berita-ekonomi-bisnis/d-6023416/buruan-cek-rincian-tarif-pajak-transaksi-aset-kripto,Buruan Cek! Rincian Tarif Pajak Transaksi Aset Kripto,detik.com,Hurry up and check! Details of Crypto Asset Transaction Tax Rates,0.0,1
202,202,https://finance.detik.com/berita-ekonomi-bisnis/d-6020194/bitcoin-sampai-mobil-bekas-kena-ppn-ini-rincian-lengkapnya,"Bitcoin Sampai Mobil Bekas Kena PPN, Ini Rincian Lengkapnya",detik.com,"Bitcoin and used cars are subject to VAT, here are the complete details",-0.033333333333333326,0
203,203,https://finance.detik.com/infografis/d-6020186/buruan-cek-14-aturan-pajak-terbaru,Buruan Cek! 14 Aturan Pajak Terbaru,detik.com,Hurry up and check! 14 Latest Tax Rules,0.5,1
204,204,https://finance.detik.com/berita-ekonomi-bisnis/d-6019715/akomodasi-perjalanan-religi-kena-ppn,Akomodasi Perjalanan Religi Kena PPN!,detik.com,Religious Travel Accommodation Subject to VAT!,-0.10416666666666666,0
205,205,https://finance.detik.com/fintech/d-6019654/aset-kripto-tak-berizin-bakal-kena-pajak-double-begini-penjelasannya,"Aset Kripto Tak Berizin Bakal Kena Pajak Double, Begini Penjelasannya",detik.com,"Unlicensed Crypto Assets Will Be Subject to Double Tax, Here's the Explanation",-0.08333333333333333,0
206,206,https://finance.detik.com/fintech/d-6019544/fantastis-potensi-penerimaan-negara-dari-pajak-kripto-bisa-capai-rp-1-t,Fantastis! Potensi Penerimaan Negara dari Pajak Kripto Bisa Capai Rp 1 T,detik.com,Fantastic! Potential State Revenue from Crypto Tax Can Reach IDR 1 T,0.25,1
207,207,https://finance.detik.com/energi/d-6019333/penyalurannya-kena-ppn-harga-lpg-5-5-kg-dan-12-kg-bisa-lebih-mahal,"Penyalurannya Kena PPN, Harga LPG 5,5 Kg dan 12 Kg Bisa Lebih Mahal",detik.com,"Distribution is subject to VAT, the price of 5.5 kg and 12 kg LPG can be more expensive",-0.055555555555555546,0
208,208,https://finance.detik.com/detiktv/d-6019236/mulai-1-mei-pinjol-hingga-dompet-digital-dikenai-pajak,"Mulai 1 Mei, Pinjol hingga Dompet Digital Dikenai Pajak",detik.com,"Starting May 1, Pinjol and Digital Wallet will be subject to tax",-0.05555555555555555,0
209,209,https://finance.detik.com/berita-ekonomi-bisnis/d-6019209/pedagang-protes-mobil-baru-bebas-ppnbm-mobil-bekas-malah-kena-ppn,"Pedagang Protes! Mobil Baru Bebas PPnBM, Mobil Bekas Malah Kena PPN",detik.com,"Traders Protest! New cars are free from PPnBM, used cars are even subject to VAT",0.12323232323232325,1
210,210,https://finance.detik.com/fintech/d-6019168/jasa-top-up-gopay-ovo-cs-kena-ppn-begini-perhitungannya,"Jasa Top Up Gopay & OVO Cs Kena PPN, Begini Perhitungannya",detik.com,"Gopay & OVO Cs Top Up Services are Subject to VAT, Here's the Calculation",0.16666666666666669,1
211,211,https://finance.detik.com/berita-ekonomi-bisnis/d-6018999/terungkap-ini-alasan-sri-mulyani-pungut-pajak-bitcoin-cs,Terungkap! Ini Alasan Sri Mulyani Pungut Pajak Bitcoin Cs,detik.com,Revealed! This is the reason why Sri Mulyani collects Bitcoin tax from Cs,0.0,1
212,212,https://finance.detik.com/berita-ekonomi-bisnis/d-6018675/sri-mulyani-pungut-ppn-dari-penyaluran-lpg-5-5-kg-dan-12-kg,"Sri Mulyani Pungut PPN dari Penyaluran LPG 5,5 Kg dan 12 Kg",detik.com,Sri Mulyani Collects VAT from Distribution of 5.5 Kg and 12 Kg LPG,0.0,1
213,213,https://finance.detik.com/berita-ekonomi-bisnis/d-6018608/perhatian-beli-mobil-bekas-sekarang-kena-pajak-1-1,"Perhatian! Beli Mobil Bekas Sekarang Kena Pajak 1,1%",detik.com,Attention! Buying a Used Car Now Subject to 1.1% Tax,-0.16666666666666666,0
214,214,https://finance.detik.com/berita-ekonomi-bisnis/d-6017922/termasuk-emas-batangan-ini-daftar-barang-dan-jasa-yang-tak-kena-ppn-11,"Termasuk Emas Batangan, Ini Daftar Barang dan Jasa yang Tak Kena PPN 11%",detik.com,"Including Gold Bar, This is a List of Goods and Services That Are Not Subject to 11% VAT",0.08333333333333333,1
215,215,https://finance.detik.com/berita-ekonomi-bisnis/d-6017626/tarif-ppn-ri-naik-jadi-11-negara-lain-berapa,"Tarif PPN RI Naik Jadi 11%, Negara Lain Berapa?",detik.com,"RI VAT Rate Increases to 11%, How Much for Other Countries?",0.037500000000000006,1
216,216,https://inet.detik.com/telecommunication/d-6017426/harga-terbaru-internet-indihome-first-media-biznet-dll-dengan-ppn-11,"Harga Terbaru Internet IndiHome, First Media, Biznet Dll dengan PPN 11%",detik.com,"Latest Internet Prices for IndiHome, First Media, Biznet etc. with 11% VAT",0.375,1
217,217,https://www.detik.com/sulsel/berita/d-6016476/mahasiswa-samarinda-turun-ke-jalan-protes-kenaikan-bbm-penundaan-pemilu,"Mahasiswa Samarinda Turun ke Jalan, Protes Kenaikan BBM-Penundaan Pemilu",detik.com,"Samarinda Students Take to the Streets, Protesting the Fuel Price Increase and Postponement of Elections",0.0,1
218,218,https://finance.detik.com/berita-ekonomi-bisnis/d-6014666/pengusaha-was-was-warga-ngerem-belanja-gara-gara-ppn-11,Pengusaha Was-was Warga Ngerem Belanja Gara-gara PPN 11%,detik.com,Entrepreneurs Worried About Residents Restraining Shopping Due to 11% VAT,-0.125,0
219,219,https://finance.detik.com/berita-ekonomi-bisnis/d-6014456/was-was-ppn-11-ganggu-belanja-masyarakat-pengusaha-ritel-minta-kejelasan,"Was-was PPN 11% Ganggu Belanja Masyarakat, Pengusaha Ritel Minta Kejelasan",detik.com,"Concerned that 11% VAT will disrupt public shopping, retail entrepreneurs ask for clarity",0.0,1
220,220,https://finance.detik.com/berita-ekonomi-bisnis/d-6012470/cek-daftar-lengkap-barang-dan-jasa-bebas-ppn,Cek! Daftar Lengkap Barang dan Jasa Bebas PPN,detik.com,Check! Complete List of VAT-Exempt Goods and Services,0.1,1
221,221,https://finance.detik.com/berita-ekonomi-bisnis/d-6012004/dikerek-ppn-beli-mi-instan-sampai-kripto-bakal-makin-mahal,"Dikerek PPN, Beli Mi Instan Sampai KriptoÂ Bakal Makin Mahal",detik.com,"Due to VAT, buying instant noodles and crypto will become more expensive",-0.03125,0
222,222,https://inet.detik.com/law-and-policy/d-6012059/bukan-april-mop-ppn-11-bikin-pengguna-seluler-rogoh-kocek-lagi,"Bukan April Mop, PPN 11% Bikin Pengguna Seluler Rogoh Kocek Lagi",detik.com,"Not April Fool's Day, 11% VAT Makes Mobile Users Dig Out Their Pockets Again",0.0,1
223,223,https://inet.detik.com/telecommunication/d-6011788/ppn-11-berlaku-tarif-dasar-telekomunikasi-jadi-makin-mahal,"PPN 11% Berlaku, Tarif Dasar Telekomunikasi Jadi Makin Mahal",detik.com,"11% VAT Applies, Basic Telecommunication Tariffs Become More Expensive",0.0,1
224,224,https://finance.detik.com/berita-ekonomi-bisnis/d-6011670/siap-siap-yang-beli-kripto-juga-bakal-kena-ppn-dan-pph,Siap-siap! Yang Beli Kripto Juga Bakal Kena PPN dan PPh,detik.com,Get ready! Those who buy crypto will also be subject to VAT and PPh,0.04166666666666667,1
225,225,https://finance.detik.com/berita-ekonomi-bisnis/d-6011583/ppn-naik-di-tengah-pandemi-nggak-takut-gejolak-inflasi,"PPN Naik di Tengah Pandemi,Â Nggak TakutÂ Gejolak Inflasi?",detik.com,"VAT Increases in the Midst of the Pandemic, Aren't You Afraid of Inflation Turmoil?",-0.6,0
226,226,https://finance.detik.com/berita-ekonomi-bisnis/d-6011570/info-nih-bun-beli-emas-batangan-tak-kena-ppn-11-kecuali-perhiasan,"Info Nih Bun! Beli Emas Batangan Tak Kena PPN 11%, Kecuali Perhiasan",detik.com,"Information here, bro! Buying gold bars is not subject to 11% VAT, except for jewelry",0.08333333333333333,1
227,227,https://finance.detik.com/berita-ekonomi-bisnis/d-6011385/ppn-jadi-11-harga-mie-instan-sampai-minyak-goreng-makin-mahal,"PPNÂ Jadi 11%,Â Harga Mie Instan Sampai Minyak Goreng Makin Mahal",detik.com,"VAT Becomes 11%, Prices of Instant Noodles and Cooking Oil Are Increasingly Expensive",-0.25,0
228,228,https://finance.detik.com/berita-ekonomi-bisnis/d-6011143/ada-negara-tak-pungut-ppn-kok-di-ri-malah-naik-jadi-11,"Ada Negara Tak Pungut PPN, Kok di RI Malah Naik Jadi 11%?",detik.com,"There are countries that don't charge VAT, how come it has increased to 11% in RI?",0.0,1
229,229,https://inet.detik.com/detiktv/d-6011121/1-april-ppn-jadi-11-persen-samsung-tegaskan-produknya-tidak-naik-harga,"1 April PPN Jadi 11 Persen, Samsung Tegaskan Produknya Tidak Naik Harga",detik.com,"April 1 VAT becomes 11 percent, Samsung confirms its product prices will not increase",0.0,1
230,230,https://finance.detik.com/berita-ekonomi-bisnis/d-6011120/ppn-11-berlaku-hari-ini-beras-hingga-kitab-suci-pengecualian,"PPN 11% Berlaku Hari Ini, Beras hingga Kitab Suci Pengecualian",detik.com,"11% VAT applies today, rice to holy books are exceptions",0.0,1
231,231,https://finance.detik.com/berita-ekonomi-bisnis/d-6010890/tarif-ppn-jadi-11-mulai-hari-ini-pulsa-hingga-tagihan-internet-bisa-naik,"Tarif PPN Jadi 11% Mulai Hari Ini, Pulsa Hingga Tagihan Internet Bisa Naik",detik.com,"VAT Rate Becomes 11% Starting Today, Credit and Internet Bills May Increase",0.0,1
232,232,https://inet.detik.com/detiktv/d-6008760/ppn-bakal-naik-bagaimana-dengan-harga-ponsel-poco-m4-pro,"PPN Bakal Naik, Bagaimana dengan Harga Ponsel POCO M4 Pro?",detik.com,"VAT will increase, what about the price of the POCO M4 Pro cellphone?",0.0,1
233,233,https://inet.detik.com/telecommunication/d-6008597/siap-siap-tarif-ppn-11-akan-berdampak-ke-internet-rumah,Siap-siap! Tarif PPN 11% Akan Berdampak ke Internet Rumah,detik.com,Get ready! 11% VAT Rate Will Impact Home Internet,0.25,1
234,234,https://inet.detik.com/consumer/d-6008201/ppn-jadi-11-harga-hp-samsung-xiaomi-dan-realme-bakal-naik,"PPN Jadi 11%, Harga HP Samsung, Xiaomi dan Realme Bakal Naik?",detik.com,"VAT becomes 11%, will prices of Samsung, Xiaomi and Realme cellphones increase?",0.0,1
235,235,https://finance.detik.com/berita-ekonomi-bisnis/d-6008119/siap-siap-harga-pulsa-bakal-naik-mulai-1-april,Siap-siap! Harga Pulsa Bakal Naik Mulai 1 April,detik.com,Get ready! Credit prices will increase starting April 1,0.125,1
236,236,https://finance.detik.com/berita-ekonomi-bisnis/d-6006178/ppn-11-akan-segera-berlaku-ngaruh-ke-bursa-saham,"PPN 11% Akan Segera Berlaku, Ngaruh ke Bursa Saham?",detik.com,"11% VAT Will Apply Soon, Will It Affect the Stock Exchange?",0.0,1
237,237,https://finance.detik.com/berita-ekonomi-bisnis/d-6000864/kritik-keras-kenaikan-tarif-ppn-faisal-basri-kurang-bijak-tak-adil,"Kritik Keras Kenaikan Tarif PPN, Faisal Basri: Kurang Bijak & Tak Adil!",detik.com,Faisal Basri strongly criticizes the increase in VAT rates: Not wise and unfair!,-0.18055555555555555,0
238,238,https://finance.detik.com/berita-ekonomi-bisnis/d-5998785/aturan-ppn-11-akan-segera-berlaku-ini-daftar-barang-yang-dikecualikan,"Aturan PPN 11% Akan Segera Berlaku, Ini Daftar Barang yang Dikecualikan",detik.com,"11% VAT rule will apply soon, here is the list of excluded goods",0.0,1
239,239,https://finance.detik.com/berita-ekonomi-bisnis/d-5997126/ppn-naik-jadi-11-mulai-april-sri-mulyani-ungkap-rata-rata-negara-g20-15,"PPN Naik Jadi 11% Mulai April, Sri Mulyani Ungkap Rata-rata Negara G20 15%",detik.com,"VAT Increases to 11% Starting April, Sri Mulyani Reveals G20 Country Average 15%",-0.075,0
240,240,https://finance.detik.com/berita-ekonomi-bisnis/d-5989966/sekolah-orang-kaya-beras-hingga-daging-wagyu-batal-kena-ppn,"Sekolah Orang Kaya, Beras hingga Daging Wagyu Batal Kena PPN",detik.com,"Rich People's Schools, Rice and Wagyu Beef Cancel VAT",0.375,1
241,241,https://finance.detik.com/berita-ekonomi-bisnis/d-5989820/tak-hanya-sembako-sekolah-rs-orang-kaya-juga-tetap-bebas-pajak,"Tak Hanya Sembako, Sekolah-RS Orang Kaya Juga Tetap Bebas Pajak",detik.com,"Not only basic necessities, schools and hospitals for rich people also remain tax free",0.19375,1
242,242,https://finance.detik.com/berita-ekonomi-bisnis/d-5985218/pengusaha-terbelah-soal-tarif-ppn-naik-jadi-11-mulai-april,Pengusaha Terbelah Soal Tarif PPN Naik Jadi 11% Mulai April,detik.com,Entrepreneurs Divided Over VAT Rate Rising to 11% Starting April,0.0,1
243,243,https://finance.detik.com/berita-ekonomi-bisnis/d-5984559/pengusaha-dukung-ppn-naik-jadi-11-ini-alasannya,"Pengusaha Dukung PPN Naik Jadi 11%, Ini Alasannya",detik.com,"Entrepreneurs Support VAT Increase to 11%, Here's the Reason",0.0,1
244,244,https://news.detik.com/kolom/d-5983961/penyesuaian-tarif-ppn-dan-kenaikan-harga,Penyesuaian Tarif PPN dan Kenaikan Harga,detik.com,Adjustment of VAT Rates and Price Increases,0.0,1
245,245,https://inet.detik.com/telecommunication/d-5982734/siap-siap-telkomsel-xl-indosat-smartfren-kena-ppn-11,"Siap-siap! Telkomsel, XL, Indosat, Smartfren Kena PPN 11%",detik.com,"Get ready! Telkomsel, XL, Indosat, Smartfren Subject to 11% VAT",0.04166666666666667,1
246,246,https://finance.detik.com/berita-ekonomi-bisnis/d-5982446/takut-barang-makin-mahal-pengusaha-mal-minta-kenaikan-tarif-ppn-ditunda,"Takut Barang Makin Mahal, Pengusaha Mal Minta Kenaikan Tarif PPN Ditunda",detik.com,"Fearing that goods will become more expensive, mall entrepreneurs ask that the VAT rate increase be postponed",0.0,1
247,247,https://finance.detik.com/berita-ekonomi-bisnis/d-5979865/banggar-dpr-minta-pemerintah-tunda-kenaikan-ppn-11,Banggar DPR Minta Pemerintah Tunda Kenaikan PPN 11%,detik.com,DPR Banggar Asks Government to Postpone 11% VAT Increase,0.0,1
248,248,https://finance.detik.com/berita-ekonomi-bisnis/d-5977780/pengusaha-mal-minta-tarif-ppn-naik-jadi-11-ditunda,Pengusaha Mal Minta Tarif PPN Naik Jadi 11% Ditunda,detik.com,Mall Entrepreneurs Ask for VAT Rate to Increase to 11% to Be Postponed,0.0,1
249,249,https://finance.detik.com/berita-ekonomi-bisnis/d-5966583/tarif-ppn-naik-jadi-11-bulan-depan-apa-dampaknya-ke-ekonomi,"Tarif PPN Naik Jadi 11% Bulan Depan, Apa Dampaknya ke Ekonomi?",detik.com,"VAT rate will increase to 11% next month, what will be the impact on the economy?",0.0,1
250,250,https://finance.detik.com/berita-ekonomi-bisnis/d-5956386/main-warcraft-overwatch-hingga-nonton-twitch-bakal-kena-pajak,"Main Warcraft, Overwatch hingga Nonton Twitch Bakal Kena Pajak!",detik.com,"Playing Warcraft, Overwatch and Watching Twitch Will Be Taxed!",0.0,1
251,251,https://finance.detik.com/berita-ekonomi-bisnis/d-5954312/bersiap-ppn-bakal-naik-jadi-11-april-2022,Bersiap! PPN Bakal Naik Jadi 11% April 2022,detik.com,Get ready! VAT will increase to 11% April 2022,0.25,1
252,252,https://finance.detik.com/berita-ekonomi-bisnis/d-5936429/mulai-april-ppn-naik-jadi-11-inflasi-aman,"Mulai April PPN Naik Jadi 11%, Inflasi Aman?",detik.com,"Starting April, VAT will increase to 11%, is inflation safe?",0.25,1
253,253,https://finance.detik.com/properti/d-5882166/diskon-pajak-rumah-diperpanjang-6-bulan-pengusaha-minta-sampai-2023,"Diskon Pajak Rumah Diperpanjang 6 Bulan, Pengusaha Minta Sampai 2023",detik.com,"House Tax Discount Extended by 6 Months, Entrepreneurs Ask Until 2023",0.0,1
254,254,https://finance.detik.com/berita-ekonomi-bisnis/d-5879627/tahun-baru-2022-cukai-rokok-hingga-pajak-orang-kaya-naik-ini-besarannya,"Tahun Baru 2022: Cukai Rokok hingga Pajak Orang Kaya Naik, Ini Besarannya",detik.com,"New Year 2022: Cigarette Excise to Increase Taxes on Rich People, Here's the Amount",0.2556818181818182,1
255,255,https://finance.detik.com/berita-ekonomi-bisnis/d-5835938/bu-sri-mulyani-bos-pln-usul-mobil-listrik-dibebaskan-ppn-pph,"Bu Sri Mulyani, Bos PLN Usul Mobil Listrik Dibebaskan PPn & PPh",detik.com,"Mrs. Sri Mulyani, PLN Boss Proposes that Electric Cars Are Exempt from VAT & PPh",0.0,1
256,256,https://finance.detik.com/berita-ekonomi-bisnis/d-5824274/ppn-bakal-naik-11-2022-cukai-rokok-ikut-terkerek,"PPN Bakal Naik 11% 2022, Cukai Rokok Ikut Terkerek?",detik.com,"VAT Will Increase 11% in 2022, Will Cigarette Excise Increase?",0.0,1
257,257,https://finance.detik.com/berita-ekonomi-bisnis/d-5816338/netflix-hingga-tiktok-setor-pajak-ke-ri-hampir-rp-4-t,Netflix hingga TikTok Setor Pajak ke RI Hampir Rp 4 T,detik.com,Netflix and TikTok Pay Taxes to RI Nearly IDR 4 T,0.1,1
258,258,https://finance.detik.com/berita-ekonomi-bisnis/d-5767047/sri-mulyani-warga-berpenghasilan-rendah-tetap-tak-perlu-bayar-ppn,Sri Mulyani: Warga Berpenghasilan Rendah Tetap Tak Perlu Bayar PPN,detik.com,Sri Mulyani: Low Income Residents Still Don't Need to Pay VAT,0.0,1
259,259,https://finance.detik.com/berita-ekonomi-bisnis/d-5765220/sembako-premium-tetap-bakal-kena-pajak-ini-penjelasan-pemerintah,'Sembako Premium' Tetap Bakal Kena Pajak? Ini Penjelasan Pemerintah,detik.com,Will 'Premium Groceries' Still Be Taxed? This is the Government's explanation,0.0,1
260,260,https://finance.detik.com/berita-ekonomi-bisnis/d-5759271/daftar-15-barang-dan-jasa-yang-bebas-ppn,Daftar 15 Barang dan Jasa yang Bebas PPN,detik.com,List of 15 Goods and Services that are VAT Free,0.4,1
261,261,https://finance.detik.com/infografis/d-5759175/list-barang-dan-jasa-bebas-ppn,List Barang dan Jasa Bebas PPN,detik.com,List of VAT Free Goods and Services,0.4,1
262,262,https://finance.detik.com/berita-ekonomi-bisnis/d-5758419/ppn-naik-jadi-11-pengusaha-ritel-bertolak-belakang-dengan-pemulihan-ekonomi,"PPN Naik Jadi 11%, Pengusaha Ritel: Bertolak Belakang dengan Pemulihan Ekonomi",detik.com,"VAT Increases to 11%, Retail Entrepreneurs: Contrary to Economic Recovery",0.2,1
263,263,https://finance.detik.com/berita-ekonomi-bisnis/d-5756729/tarif-ppn-naik-jadi-11-april-2022-menkumham-lebih-rendah-dari-negara-lain,"Tarif PPN Naik Jadi 11% April 2022, Menkumham: Lebih Rendah dari Negara Lain",detik.com,"VAT Rate Increases to 11% April 2022, Minister of Law and Human Rights: Lower than Other Countries",-0.0625,0
264,264,https://finance.detik.com/properti/d-5756211/6-catatan-buat-pemerintah-menyoal-kenaikan-ppn-tahun-depan,6 Catatan buat Pemerintah Menyoal Kenaikan PPN Tahun Depan,detik.com,6 Notes for the Government Regarding the VAT Increase Next Year,0.0,1
265,265,https://finance.detik.com/berita-ekonomi-bisnis/d-5755518/ada-pasal-karet-di-kebijakan-baru-ppn,Ada Pasal Karet di Kebijakan Baru PPN?,detik.com,Is There a Rubber Article in the New VAT Policy?,0.13636363636363635,1
266,266,https://finance.detik.com/berita-ekonomi-bisnis/d-5755481/butuh-rp-700-t-buat-tambal-defisit-kenaikan-ppn-salah-sasaran-bu-sri-mulyani,"Butuh Rp 700 T buat Tambal Defisit, Kenaikan PPN Salah Sasaran Bu Sri Mulyani",detik.com,"Need Rp. 700 T to fill the deficit, the VAT increase is the wrong target, Mrs. Sri Mulyani",-0.5,0
267,267,https://finance.detik.com/berita-ekonomi-bisnis/d-5748800/beras-shirataki-wagyu-mau-kena-pajak-restoran-kena-dampak,"Beras Shirataki-Wagyu Mau Kena Pajak, Restoran Kena Dampak",detik.com,"Shirataki-Wagyu Rice Will Be Taxed, Restaurants Will Be Affected",0.0,1
268,268,https://finance.detik.com/berita-ekonomi-bisnis/d-5748534/pajak-orang-kaya-ppn-bakal-naik-di-tengah-pandemi-pas-nggak,"Pajak Orang Kaya-PPN Bakal Naik di Tengah Pandemi, Pas Nggak?",detik.com,"Taxes on the Rich - VAT Will Increase in the Midst of the Pandemic, Is That Right?",0.33035714285714285,1
269,269,https://finance.detik.com/berita-ekonomi-bisnis/d-5747376/pajak-orang-kaya-ppn-bakal-naik-ini-tarif-lengkapnya,"Pajak Orang Kaya-PPN Bakal Naik, Ini Tarif Lengkapnya",detik.com,"Taxes on the Rich - VAT Will Increase, Here are the Complete Rates",0.2375,1
270,270,https://finance.detik.com/berita-ekonomi-bisnis/d-5746996/tarif-ppn-mau-naik-jadi-11-mulai-april-2022,Tarif PPN Mau Naik Jadi 11% Mulai April 2022,detik.com,VAT rate will increase to 11% starting April 2022,0.0,1
271,271,https://finance.detik.com/berita-ekonomi-bisnis/d-5721964/ini-kriteria-sekolah-kena-pajak-negeri-hingga-madrasah-dikecualikan,"Ini Kriteria Sekolah Kena Pajak, Negeri hingga Madrasah Dikecualikan",detik.com,"These are the criteria for taxable schools, state schools and even madrasas are exempt",0.0,1
272,272,https://finance.detik.com/properti/d-5672041/beli-rumah-bebas-ppn-lanjut-sampai-akhir-tahun,Beli Rumah Bebas PPN Lanjut Sampai Akhir Tahun,detik.com,Buy a House VAT Free Continue Until the End of the Year,0.4,1
273,273,https://news.detik.com/berita-jawa-timur/d-5670234/harapan-pedagang-hingga-pengusaha-soal-bebas-pajak-sewa-selama-ppkm,Harapan Pedagang hingga Pengusaha soal Bebas Pajak Sewa Selama PPKM,detik.com,Hopes of Traders and Entrepreneurs regarding Tax Free Rentals During PPKM,0.4,1
274,274,https://news.detik.com/berita-jawa-timur/d-5669665/ppn-sewa-ruko-pasar-dibebaskan-pgs-justru-tunggu-keputusan-menkeu,"PPN Sewa Ruko Pasar Dibebaskan, PGS Justru Tunggu Keputusan Menkeu",detik.com,"Market Shophouse Rental VAT Exempted, PGS Instead Waits for Minister of Finance's Decision",0.0,1
275,275,https://news.detik.com/berita-jawa-timur/d-5669509/sewa-ruko-di-pasar-dan-mal-bebas-ppn-pengusaha-jatim-yang-penting-buka-dulu,"Sewa Ruko di Pasar dan Mal Bebas PPN, Pengusaha Jatim: Yang Penting Buka Dulu",detik.com,"Renting Shophouses in Markets and Malls is VAT Free, East Java Entrepreneurs: The Important thing is to Open First",0.2625,1
